Name,User ID,Followers,Followed,Tweets,Listed Count,Favourites Count,Media Count,Verified,Joined Twitter Date (UTC),Location,Description,Tweeted Search Term?,Pinned Tweet ID,URL,Is Blue Verified,LABEL
4-4-2 Attack KOT,3642353549,1284,1281,8455,1,26972,371,FALSE,9/13/2015 13:09,Worldwide ,iron sharpens you the dagger,Yes,1.42E+18,,FALSE,1
@JayB,1.64E+18,39,44,3981,0,5227,2,FALSE,3/17/2023 19:23,"Nairobi, Kenya",😅 #rejectfinancebill2024,Yes,,,FALSE,1
🐓,1.51E+18,97,207,2346,0,5523,85,FALSE,3/23/2022 19:30,,Pragmatist.,Yes,,,FALSE,0
Makau F. Muli 🇰🇪,2341763551,47520,3973,31073,19,31695,3349,FALSE,2/13/2014 10:26,"Nairobi, Kenya","""I am a child of God"" 

A Christian || Public figure || Critical Thinker || An Advocate of social Justice and Liberty.",No,1.79E+18,https://t.co/6ySOqxXZsf,FALSE,1
Kwatsima,1.45E+18,116,116,5832,0,43610,0,FALSE,10/20/2021 19:27,"Nairobi, Kenya",,Yes,,,FALSE,0
Astar - The Light,39544008,13215,1333,22604,23,11513,3932,FALSE,5/12/2009 17:08,"Nairobi, Kenya","A KING, a CITIZEN, A SON in the Kingdom of GOD. (Matthew 5:16 NIV)",Yes,,,FALSE,1
Dennis Mutahi,1.75E+18,2,22,658,0,969,0,FALSE,1/18/2024 9:15,,,Yes,,,FALSE,0
TM - Trial Master,8.66E+17,114,200,8703,0,13111,89,FALSE,5/19/2017 14:47,"Nairobi, Kenya","My reputation precedes me, my personality legitimizes me 🥇",Yes,,,FALSE,1
@hadakag,1.23E+18,103,132,3893,0,9428,0,FALSE,3/3/2020 7:58,"Nakuru, Kenya",,Yes,,,FALSE,0
Pollyne Mbaabu,1.08E+18,117,209,4766,0,156,9,FALSE,12/24/2018 22:24,,,Yes,,,FALSE,0
Màrtin Jr,1.46E+18,1378,1273,11183,0,13222,1654,FALSE,11/5/2021 4:51,"Nairobi, Kenya",Business|| @Manchester @lewiscapaldi,Yes,,,FALSE,1
Stacy Bosire,1.72E+18,0,1,159,0,255,0,FALSE,11/8/2023 9:53,,,Yes,,,FALSE,0
Young kifeee,1.42E+18,95,338,1470,0,1547,221,FALSE,8/8/2021 4:33,58,"Chelsea enthusiastic💙, influencer in making, making money is my biz,",Yes,,,FALSE,1
zeddysigner,8.33E+17,1000,811,14432,1,52163,99,FALSE,2/18/2017 19:57,Digital Nomad,Full Stack Web Developer | SEO | MailChimp Expert | Default Optimism,Yes,1.49E+18,https://t.co/bc02TIn8Pd,FALSE,1
Wolverine54,1.56E+18,43,63,1500,0,32090,58,FALSE,8/9/2022 18:37,,"Sports,Football😎🤏🇰🇪",Yes,,,FALSE,0
Wallace Akach,2899028509,1140,2078,15330,2,31075,336,FALSE,11/14/2014 4:17,World,"Set Your Life on Fire. Seek Those Who Fan Your Flame.|

Social Media Marketer | Customer Support Specialist @wsb_ke
|CEO of Akach Media|
Google Listing Master.",Yes,,https://t.co/CDFApQsyzf,FALSE,0
Koko Tris,1.04E+18,1877,1854,10831,0,21812,12,FALSE,9/4/2018 10:36,"Uganda,Kenya","God first//
Family//
Goals//
Positive vibes//
Happiness//
Heart of Gold//
Foodie 😄
Manchester United ❤",Yes,1.33E+18,,FALSE,1
#RejectFinanceBill2024,16883747,1249,1181,154720,9,1958,7390,FALSE,10/21/2008 10:04,Kamuoso Village,Loads n sometimes code: Logistics;  Gooner; Real Madrid ;MonsterCat; GameDev; Rails;Jaba-script;,Yes,,,FALSE,1
Its Deco,1.79E+18,50,47,9,0,120,2,FALSE,5/8/2024 13:44,,𝗪𝗮𝗽𝗶 𝗺𝗮 𝗪𝗵𝗶𝗽𝘀 😟𝗥𝗮𝗽𝗽𝗲𝗿😎𝗕𝗘𝗦𝗧 𝗥𝗔𝗣𝗣𝗘𝗥 𝗠.𝗚.𝗧 𝗦𝗘𝗔𝗦𝗢𝗡 𝟭 🥇,No,,,FALSE,1
LAWI OW.♟️,9.11E+17,179,778,1600,0,2717,102,FALSE,9/21/2017 9:36,"Nairobi, Kenya",Polymath | For The sake of Those 💰♟️🇰🇪 |PhotoMan 📸| Mercedes Benz 🏎️,Yes,1.80E+18,https://t.co/Xnu0vyBxof,FALSE,1
John Big,354768591,708,1661,28502,2,69185,464,FALSE,8/14/2011 8:01,Kenya,In another life I'd be Euron Greyjoy || One of the faceless ones || Here for laughs || It's never that serious.,Yes,,,FALSE,0
Elsa,176403020,876,4291,10399,1,23544,86,FALSE,8/9/2010 12:55,"Nairobi, Kenya","https://t.co/oFxQcgJ5BJ
@waridibeautyke",Yes,1.78E+18,https://t.co/oFxQcgJ5BJ,FALSE,0
Mr. Wrong,1.42E+18,28,136,386,0,1035,22,FALSE,8/8/2021 15:08,"Nakuru,Kenya",passionate about sharing insights and ideas.,Yes,,,FALSE,1
Yvette_XO,9.32E+17,1431,853,11009,4,86298,386,FALSE,11/17/2017 14:35,"Nairobi, Kenya",Your official music plug and I make dope playlists😊 https://t.co/NrJMHVONGC future curator for @applemusic,Yes,,https://t.co/4oaWROMeOr,FALSE,1
The Hound of the Underground,2858497612,633,363,14441,4,53187,220,FALSE,11/3/2014 8:19,"Nairobi, Kenya","Inspired by love and motivated by glory |
Man's peak is what God says |
🍀 👑",Yes,1.81E+18,,FALSE,0
Awang' Mach,1.57E+18,654,319,2944,0,181,105,FALSE,9/27/2022 2:55,Nairobi,"Data Collection | Data Analysis & Visualization | Machine Learning | Econometrics

#AcademicHelp

Official KOX Statistician

#SPSS #R #STATA #PYTHON #EVIEWS",Yes,1.74E+18,,FALSE,1
generational_254,7.97E+17,183,998,1541,0,73287,11,FALSE,11/12/2016 12:41,"Nairobi, Kenya",football is my hubby....🎮🎮......scratch my back i do the same nucks👌👌✊,Yes,1.81E+18,,FALSE,1
Wakanda,1.01E+18,244,152,6883,0,4820,1058,FALSE,7/4/2018 6:47,,Optimist nihilist,Yes,,,FALSE,0
Mugendi Nyaga,761804496,1265,1959,33642,0,91593,907,FALSE,8/16/2012 15:56,Leafy Suburbs of Tharaka Nithi,Free Thinker and @Arsenal  🔴fan,Yes,1.81E+18,,FALSE,0
DVO,2203270959,1780,1439,176956,4,41307,361,FALSE,12/1/2013 15:23,Kiahiti,December's Very Own,Yes,1.48E+18,https://t.co/wFAf51AY3C,FALSE,0
Feminine,1.73E+18,79,139,2941,0,5958,0,FALSE,12/10/2023 20:37,,,Yes,,,FALSE,0
Kang'ura,1.78E+18,96,123,3054,0,3019,1,FALSE,4/11/2024 14:58,,,Yes,,,FALSE,0
Beaconofallthingsmine,1.33E+18,26,42,639,0,3840,4,FALSE,11/25/2020 12:29,"Nairobi, Kenya",,Yes,,,FALSE,0
MR. Beard🇺🇬,1.41E+18,39775,10346,288278,17,825364,6321,FALSE,7/3/2021 17:23,"Kampala, Uganda",Digital_marketer|| Civil Engineering 🛤️🛣️🧱|| @manUtd ♥️||God above all| @Thejovocleague| Proud Rotaractor|,Yes,1.81E+18,https://t.co/OEYD0GB6Je,TRUE,1
Eastrn,1.30E+18,341,1566,13510,0,20643,30,FALSE,8/20/2020 19:53,,"eastrn. 
cavaleiro 

🌍",Yes,1.81E+18,,FALSE,1
▶︎ •၊၊၊| lnos ʇso˥|။၊|,1.24E+18,1482,1400,29914,1,37795,116,FALSE,3/31/2020 8:00,"Nairobi, Kenya",Construction,Yes,,,FALSE,1
Gilbert Wachiya,9.16E+17,237,1521,10859,0,54030,4,FALSE,10/4/2017 22:24,"Nairobi, Kenya",,Yes,,,FALSE,0
UNusualKe🇰🇪,9.59E+17,464,593,1799,0,533,15,FALSE,1/31/2018 20:35,"Mississippi, USA",Positive Energy only,Yes,,,FALSE,1
Bad Gyal Like Millie🎀,9.58E+17,309,506,4796,1,41438,197,FALSE,1/29/2018 4:52,Where the money reside,Natty Gyal | https://t.co/uu9Lz2aBPX. Computer Science👩🏾‍💻 | proud Rotaractor ☸️ |,Yes,1.61E+18,,FALSE,1
Mkenya 🇰🇪,1.37E+18,791,974,3953,2,4424,91,FALSE,3/9/2021 18:56,"Nairobi, Kenya",☁️,Yes,,,FALSE,1
Moses Njoroge Jaokoo,7.54E+17,6502,2370,31092,6,8861,553,FALSE,7/15/2016 11:24,Kenya,Policy Analysis || Peace and Security  modelling | Urban reconstruction I Defense.,Yes,1.73E+18,,FALSE,1
Papa._spicey,9.29E+17,192,742,3775,1,24297,43,FALSE,11/10/2017 11:09,"Nairobi, Kenya",nambauno❗,Yes,,,FALSE,0
Viona Wamuyu,307794093,109,988,208,2,66,1,FALSE,5/30/2011 9:14,"Nakuru, Kenya","Beauty enthusiast, blogger and research writer.",Yes,,https://t.co/skiRnqYke4,FALSE,0
Chaotic Christine,1.56E+18,68,64,1042,0,5439,2,FALSE,8/9/2022 0:00,,"Kenyan, tired of all the oppressive systems, just a girl",Yes,,,FALSE,1
Kenneth,4267443693,555,813,1676,0,2820,80,FALSE,11/24/2015 21:15,Your Girl's DMs,"🍃🍃💨💨🕟🕟♉️ #TRPPY ma anthem🔥 
Chelsea blue ma color ⚽️⚽️💙  29/05/21
House, trap music ma sound🎵
#IFB 
Missing our heroes RIP Juice WRLD & Kobe Bryant😔",Yes,,https://t.co/8UALQZpX49,FALSE,1
Miss.Kwe,1.16E+18,232,79,14745,0,62249,33,FALSE,8/7/2019 8:04,"Nairobi, Kenya",🇨🇩🇰🇪,Yes,,,FALSE,1
christopher mwangi,164641697,43,59,3588,0,34,6,FALSE,7/9/2010 11:10,,,Yes,,,FALSE,0
Hubert.,9.69E+17,1273,2704,39177,0,86419,25,FALSE,3/2/2018 7:44,🇰🇪,Global & political superfluous!,Yes,,,FALSE,0
Johny,1.45E+18,224,167,3676,0,13037,56,FALSE,10/4/2021 16:24,,doesitmatter,Yes,1.80E+18,,FALSE,1
0x4c ᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠ,712343762,4985,3929,4640,4,2255,178,FALSE,7/23/2012 12:27,wakanda,One Life. Live It.,Yes,1.80E+18,,FALSE,1
fayee✨️,1.65E+18,13,37,204,0,1900,0,FALSE,4/25/2023 18:20,,,Yes,,,FALSE,0
wanGINru,4193937688,1310,330,5889,1,29396,178,FALSE,11/15/2015 12:32,"Mombasa, Kenya","sometimes jollof, sometimes pilau njeri.",Yes,,,FALSE,1
Dr. Malleus,1.17E+18,136,184,509,0,711,23,FALSE,9/15/2019 16:37,"Nairobi, Kenya",Medical doctor MBCHB,Yes,,,FALSE,1
Musalia W Mudavadi,206087305,1260248,156,4330,278,572,3118,FALSE,10/22/2010 7:34,"Nairobi, Kenya",Welcome to my official X handle @MusaliaMudavadi Prime Cabinet Secretary and Cabinet Secretary for Foreign & Diaspora Affairs of the Republic of Kenya.,No,,https://t.co/aVB4RRMuvB,TRUE,0
Voice of Reason,424930289,423,4539,196,1,274,4,FALSE,11/30/2011 10:28,254,Resilience for prosperity,Yes,,,FALSE,0
Corner office bad gyal,1510782295,1680,2737,14886,1,61631,52,FALSE,6/12/2013 15:01,Nairobi ,Civil Engineer/Sustainable Urban Mobility Enthusiast/Chevening Alumna/University of Glasgow/Urban Transport,Yes,1.17E+18,,FALSE,0
Alex Irungu,9.37E+17,728,694,2258,0,146760,8,FALSE,12/1/2017 8:32,"Nanyuki, Kenya",God's plan,Yes,,,FALSE,1
Omwami,212703155,58,363,1729,0,4759,15,FALSE,11/6/2010 20:28,Nairobi,,Yes,,,FALSE,0
H.A. Barasa😎,2421908784,1634,850,833786,133,47,445,FALSE,4/1/2014 10:41,,"Changing the world one business at a time...
The Revolution will be tweeted...",Yes,,,FALSE,1
𝕏 Team Kiigen Koech,9.73E+17,3233,4512,16060,1,17417,19,FALSE,3/13/2018 9:43,"Kilimani Ward, Nairobi, Kenya",Official Team Account for @KiigenKoech,Yes,1.71E+18,,FALSE,1
wagasheri,1.28E+18,2636,3281,61156,1,353545,13,FALSE,7/18/2020 19:04,,/Architect/Arsenal fan❤️/#COYG,Yes,,,FALSE,1
Supreme Ukulele,1.46E+18,17,24,174,0,1523,2,FALSE,11/12/2021 9:12,Kenya,Wabi sabi☺️☺️,Yes,,,FALSE,0
Samwel Baraka,1.66E+18,33,245,1937,0,3134,0,FALSE,5/7/2023 18:46,,,Yes,,,FALSE,0
Aleqy,1.56E+18,2590,5714,23049,1,43284,47,FALSE,8/22/2022 11:36,Kenya,plant operator graduated from KIHBT . currently looking for attachment .call 0798241227/ email nyangaualex809@gmail.com,Yes,,,FALSE,0
Lematic10,897839976,1913,1890,14624,4,3298,133,FALSE,10/22/2012 15:44,kenya,,Yes,,,FALSE,0
_I.van___,1.03E+18,179,264,1164,0,6817,13,FALSE,8/11/2018 8:32,,"Add up..✌️
No hate.😏",Yes,,,FALSE,1
Ledama Guzman,1.67E+18,193,321,289,0,1348,11,FALSE,6/30/2023 6:41,"Narok, Thika, Nairobi, Rongai.","Human right activist. Serving Humanity ❤. 
P. A Ledama. Arsenal for life. Liberating minds. Entertainment and learning prolifically. NCDC",Yes,,,FALSE,0
Malcolm O,1.73E+18,76,106,576,2,128,489,FALSE,12/8/2023 9:18,Venus,"Music
Food
Solitude",Yes,1.80E+18,,FALSE,0
Benson Mwaura,9.48E+17,1123,1017,4131,0,7723,4,FALSE,1/2/2018 10:11,+254 790612405,Řêd êyeš big śmilé,Yes,,,FALSE,1
dʒibʁil,179824239,4237,936,228730,22,4555,9193,FALSE,8/18/2010 5:27," STRETFORD END,OLD TRAFFORD ",1. @manutd || Anything/Anyone against @arsenal || “Green gold” contractor. || Hablo Português,Yes,9.03E+17,,FALSE,0
Ernest,1383898104,397,507,15109,0,35652,46,FALSE,4/27/2013 8:31,,,Yes,,,FALSE,0
Adan ismael,1.44E+18,221,876,471,0,440,23,FALSE,9/13/2021 15:18,"Wamba, Kenya","Entrepreneur since 11'.                                                                                     
CEO Al nusra group of companies.",Yes,,,FALSE,0
Kenyan Muslims on X,1.37E+18,8653,9249,23108,3,4231,359,FALSE,3/9/2021 20:19,Kenya,#KMoX,Yes,1.81E+18,,FALSE,0
Tpl Daniel Mein Kure,1.48E+18,861,5007,86924,1,85413,4,FALSE,1/14/2022 14:01,"Abuja, Nigeria","Knowing and obeying the Bible helps us follow God's desires rather than the devil. A Father, A Town Planner, and Manchester United.",Yes,,,FALSE,0
joseph kariuki,1.50E+18,6,18,1012,0,1023,0,FALSE,3/10/2022 21:03,,,Yes,,,FALSE,0
Mysterious goddess 👑,626656122,1136,1642,46699,4,205662,165,FALSE,7/4/2012 16:14,"Nairobi, Kenya","Sat-Ra ☀️ she/her/Goddess 💋

dust free zone 🚫 ♐️",Yes,1.51E+18,,FALSE,1
Champagne Mami,1.20E+18,157,350,2217,0,20243,7,FALSE,12/8/2019 5:56,"Nairobi, Kenya",I pull doors I'm supposed to push and vice versa,Yes,,,FALSE,1
mwangi nguyo,1.40E+18,53,97,475,0,2286,6,FALSE,5/24/2021 9:37,Nairobi.,Nurse.,Yes,,,FALSE,1
@the.mr._madree👑💪,1.13E+18,41,315,736,0,8162,9,FALSE,5/26/2019 10:53,Kenya,through every dark night their is a brighter day ahead,Yes,1.26E+18,,FALSE,1
𝙒𝙖𝙞𝙡𝙚𝙧,1.39E+18,20506,4337,513842,18,10016,15095,FALSE,5/2/2021 11:06,Studio One,𝐑𝐞𝐠𝐠𝐚𝐞 𝐌𝐮𝐬𝐢𝐜 𝐈𝐬 𝐋𝐢𝐟𝐞 || 𝐊𝐞𝐠 𝐓𝐰𝐢𝐭𝐭𝐞𝐫|| 𝐓𝐡𝐞 𝐖𝐚𝐢𝐥𝐞𝐫𝐬 ||,Yes,,https://t.co/yFywBSDqME,FALSE,1
cheeks_clapper🇰🇪,2761538280,182,609,3342,0,14012,47,FALSE,8/24/2014 6:05,"Nairobi, Kenya","Good kush roller🍁
Plugg.
Hit me up for some loud.",Yes,,,FALSE,0
Archibald,2431853107,4148,858,130180,17,482847,6159,FALSE,4/7/2014 10:37,Kenya,|Human|Realist|Villager|Environmentalist|Old School|Limited Edition|Retweeter,Yes,1.68E+18,,FALSE,0
manu,2809622645,818,2376,8452,0,57770,11,FALSE,10/6/2014 6:22,,,Yes,,,FALSE,0
Duke of Alego,4240106015,578,2199,4276,0,53410,66,FALSE,11/21/2015 6:16,"Nairobi, Kenya",CPA || Lawyer by desire||Tax|| Finance||Economics|| Cowboy|| Aspiring philanthropist.,Yes,,,FALSE,0
massimo ~🇰🇪,7.56E+17,1291,1414,4729,1,8677,72,FALSE,7/20/2016 19:36,,"Entrepreneur,YNWA",Yes,1.21E+18,,FALSE,0
mike kioko,1964334193,62,232,147,0,14,15,FALSE,10/16/2013 8:21,kenya,,Yes,,,FALSE,0
Nyuso za Nairobi,9.94E+17,293,1389,3962,0,6401,11,FALSE,5/7/2018 21:36,"Nairobi, Kenya",Boudoir photographer,Yes,,,FALSE,1
PATIENCE !,1.57E+18,49,48,348,0,295,6,FALSE,9/2/2022 11:50,"Eldoret, Kenya",Cocktail of Fun and Reality!,Yes,,,FALSE,1
Karungari Ndung’u,9.88E+17,209,231,703,0,7103,32,FALSE,4/23/2018 8:53,,There’s no virtue in absolutism | Lawyer | TWAIL | Human Rights | Climate Change | Policy & Governance |,Yes,1.26E+18,,FALSE,1
Gran Chiez,931563570,403,138,2059,4,10967,58,FALSE,11/7/2012 8:38,Nairobi,,Yes,,,FALSE,0
Muyu Marie,1.64E+18,6,13,617,0,122,0,FALSE,4/3/2023 6:55,,,Yes,,,FALSE,0
Briton Ngaywa,9.68E+17,4750,4818,5574,0,2085,366,FALSE,2/24/2018 21:22,"Nairobi, Kenya","Human Resources Manager (HRM).

(Loves music and entertainment)",Yes,,https://t.co/l3iRUHFJWx,FALSE,0
Ernesto 'Che' Guevara,260883054,442,5349,3456,5,31882,33,FALSE,3/4/2011 20:17,"Nairobi, Kenya",Failure is the Condiment that gives Success its Flavour.Fall Seven Times Stand up Eight.,Yes,,,FALSE,1
𝕏stream of Consciousness,9.35E+17,65155,313,8564,539,54,7339,FALSE,11/26/2017 8:01,My mind,A continuous 𝕏 stream of consciousness (powered by @Rainmaker1973),Yes,,,TRUE,1
Sisu,21469970,4704,4652,119613,93,88022,5187,FALSE,2/21/2009 7:36,Nairobi,Fascinated by 🕳 | Food Enthusiast | Founder @NaisenyaFoods | RTs Are Not Endorsements,Yes,1.81E+18,https://t.co/rag8O9coys,FALSE,0
Tall Individual.,973311416,6805,1661,318726,26,5157,5855,FALSE,11/27/2012 5:26,Rongai. ,|Believe |MUFC | Rock Music,Yes,1.13E+18,,FALSE,0
Imani Cheysir,4338172277,203,358,1611,0,4325,37,FALSE,12/1/2015 9:05,now,"Christian,Sports enthuthiast 
life is too short to waste any second of it  justifying yourself to people",Yes,,,FALSE,1
David David,1.80E+18,68,251,1311,0,154,12,FALSE,5/28/2024 18:53,,,Yes,,,FALSE,0
Kwaru,8.66E+17,81,350,3019,0,2895,98,FALSE,5/19/2017 10:40,Nairobi Kenya,"Leader Gem youth Parliament. member Gem youth Employment through talent, Equity and accountability Champion.. Youth in climatesmart agriculture",Yes,1.68E+18,,FALSE,0
Elpapi,1.78E+18,4,31,36,0,4110,2,FALSE,4/8/2024 17:11,,,Yes,,,FALSE,0
Lion of the Mountain,1.48E+18,181655,1204,22704,13,47663,5908,FALSE,1/10/2022 20:50,"Nairobi, Kenya",God First. Biomed Engineer. 2027 MP Igembe. Deputy President Rigathi Gachagua. The Focus. @ManUtd. I Tweet My Opinion.,Yes,1.80E+18,https://t.co/iUU7MN5rE8,FALSE,1
#RejectFinananceBill2024#RutoMustGo,1142836088,274,620,5579,0,13638,117,FALSE,2/2/2013 16:26,Kenya,".
Real name: ████████  ████████ REDACTED
.",Yes,,,FALSE,1
Isaac Mabwa,1.61E+18,3,53,42,0,176,0,FALSE,12/24/2022 13:08,,,Yes,,,FALSE,0
Bane,21755789,30299,3860,358285,116,7310,3369,FALSE,2/24/2009 14:02,"Washington, DC",Geopolitics | Current affairs | Energy | Realist | Cars | What you have heard about me is true,Yes,1.76E+18,,TRUE,1
S.M.N (777),1.59E+18,40,42,4126,0,8993,8,FALSE,11/10/2022 21:25,,,Yes,,,FALSE,0
SAVEDBYGRACE,1.75E+18,49,487,2430,0,2462,0,FALSE,1/18/2024 11:34,"Nairobi, Kenya","Burdens are lifted at Calvary
A learning scholar",Yes,,,FALSE,1
LANOI NAITERRA,1.63E+18,425,460,11360,1,47697,4,FALSE,3/5/2023 14:37,Kenya,,Yes,,,FALSE,0
Florida Man,891327385,989,888,3419,10,1791,29,FALSE,10/19/2012 16:28,,,Yes,1.80E+18,,FALSE,0
Edd,8.56E+17,457,670,996,2,116744,79,FALSE,4/23/2017 16:06,,,Yes,,,FALSE,0
ⓣⓘⓥⓞⓗ ⓛⓔⓔ,2229595652,801,713,172115,20,59281,2456,FALSE,12/4/2013 9:19,♠ Welcome to my World ♠,"No Bio. It's never that serious...
Music & Sports   ManUtd Fanatic",Yes,,https://t.co/v7KL8r4SFA,FALSE,1
Banzii,4600553381,81,412,476,0,1999,3,FALSE,12/25/2015 13:54,"Nairobi, Kenya",Student of the game||,Yes,,,FALSE,0
"Mohammed A. Waranle, PhD (c)",8.83E+17,287,183,2032,0,1881,21,FALSE,7/5/2017 20:04,"Kingston, Ontario","Researcher|PhD Candidate, Queen’s University.",Yes,,https://t.co/ADvOF54J9K,FALSE,0
kirimu,1.48E+18,1277,2018,5054,0,7477,3,FALSE,12/27/2021 6:52,"Nairobi, Kenya",the icon of inspiration,Yes,,,FALSE,0
Ms.Honey 🍯,1.66E+18,178,139,8180,0,12427,229,FALSE,5/30/2023 8:48,,all the boys want my honey from me.,Yes,,,FALSE,0
Esther,1.52E+18,706,772,5779,0,184478,9,FALSE,5/4/2022 4:13,,Hurricane.,Yes,,,FALSE,1
bigwken,1.15E+18,24,72,7197,0,15433,7,FALSE,6/29/2019 19:26,Lost in Grace,,Yes,1.48E+18,,FALSE,0
Chachajohnfred,1.55E+18,1026,3348,2852,1,124388,22,FALSE,7/8/2022 6:32,"Limuru, Kenya",,Yes,,,FALSE,0
Capitan,2200956931,86,277,3006,0,1132,80,FALSE,11/18/2013 8:57,"Nairobi, Kenya",People look at you strange saying you changed like you worked that hard to remain the same,Yes,,,FALSE,1
suguru geto's onlyfans⁷,9.11E+17,794,286,24889,0,48592,909,FALSE,9/21/2017 12:21,dystopia,"🌈🌈🌈 

I'm a scholar and a gentleman

she/they/her idc

I'd tell you I'm a lawyer but what use would it be to you?🫤

🫰🏿",Yes,,,FALSE,1
Gamer101 🇰🇪,1.52E+18,32,170,2412,0,14135,268,FALSE,4/30/2022 10:27,,"DLS YouTuber
https://t.co/itgrNLuMY0…
 Proud Traditional Catholic
@TaylorRMarshall",Yes,,https://t.co/cH7gRMJSX4,FALSE,1
ˈɛiˌriːkz̠,1.33E+18,83,130,7237,0,19630,61,FALSE,11/16/2020 21:47,Kenya,"To Know - To Will 

To Dare - To Be Silent",Yes,1.54E+18,,FALSE,1
#RejectFinanceBill2024,1.38E+18,121,272,5302,0,5785,8,FALSE,4/13/2021 19:18,,#RejectFinanceBill2024,Yes,,,FALSE,1
Apollo,1.45E+18,181,143,6563,2,19212,127,FALSE,10/5/2021 8:21,nowhere ,"Eren was right.
Yeagerist!!",Yes,1.74E+18,,FALSE,0
A,324331017,83,391,6411,0,1580,8,FALSE,6/26/2011 12:21,,,Yes,,,FALSE,0
Jayfree 🇰🇪,1.46E+18,68,254,1002,0,409,41,FALSE,11/18/2021 4:20,"Nairobi, Kenya",Influencer & Entertainment✨🌠,Yes,,,FALSE,1
Allan,1.39E+18,341,541,5243,0,14971,10,FALSE,5/15/2021 16:48,kenya ,walk a mile in my shoe,Yes,,,FALSE,1
Paëtrich,9.31E+17,379,500,8620,0,121436,2,FALSE,11/14/2017 20:16,"Nairobi, Kenya",Political Analyst and a Lawyer by nature || @FCBarcelona and @ManUtd fan || @RailaOdinga and Lionel Messi enthusiast.,Yes,,,FALSE,0
black_rossie,2677243542,1197,964,15242,1,9314,754,FALSE,7/24/2014 14:54,"Nairobi, Kenya","I deserve everything nice💥
pure niceness 👌",Yes,,,FALSE,1
Mwiti Brian,1.00E+18,2562,2540,9682,2,4086,578,FALSE,6/6/2018 10:03,Earth ,Political scientist : Public Administrator:@ManUtd :,Yes,1.70E+18,https://t.co/nyDZLVuHpE,FALSE,1
Rue,8.30E+17,75,114,311,0,1260,9,FALSE,2/10/2017 15:37,Kenya,#prayforsudan 💔,Yes,,https://t.co/s5CXCjCp5V,FALSE,0
Don Gotti.,193486113,1568,1240,202890,39,9940,6858,FALSE,9/21/2010 23:07,,this bonsai tree has 🥭,Yes,,,FALSE,1
Night star,1.76E+18,12,75,641,0,55,4,FALSE,3/4/2024 3:59,Bahrain,Awareness and accountability,Yes,,,FALSE,1
David Mwai,2387494331,143,118,2779,0,32628,13,FALSE,3/6/2014 5:47,Nairobi,,Yes,,,FALSE,0
SallyKarigi,1.75E+18,7,30,793,0,178,3,FALSE,1/19/2024 5:32,,,Yes,,,FALSE,0
Mbau🇰🇪🇰🇪,2260070006,85,126,6548,0,2985,234,FALSE,12/24/2013 9:52,"Nairobi, Kenya","You treat an outside wound with rubbing alcohol, You treat an inside wound with drinking alcohol.✨ SCIENCE ✨",Yes,1.29E+18,,FALSE,1
victor,1.60E+18,4221,620,104323,2,141861,2099,FALSE,11/29/2022 10:29,,,Yes,1.81E+18,,FALSE,0
★𝔣𝔬𝔲𝔩•𝔱𝔞𝔯𝔫𝔦𝔰𝔥𝔢𝔡★,1.67E+18,669,333,17610,0,23702,2312,FALSE,6/22/2023 16:31,,"◇𝔠𝔬𝔤𝔦𝔱𝔬, 𝔢𝔯𝔤𝔬 𝔰𝔲𝔪◆",No,1.79E+18,,FALSE,1
kamau,1.27E+18,999,2224,2818,0,30311,268,FALSE,6/8/2020 14:58,Kenya,kamau,Yes,,https://t.co/j4Pnu4krye,FALSE,0
The People's Advocate,8.20E+17,414,354,1631,1,5684,185,FALSE,1/14/2017 19:44,Supreme Court,"A Diary of Legal Updates, Banter & Good Vibes.

Arsenal fan since 1996.",Yes,,,FALSE,0
Kristina Musili,1.23E+18,55,75,1222,0,2627,2,FALSE,2/23/2020 19:19,"Nairobi, Kenya",,Yes,,,FALSE,0
PEAKY BLINDER♨💎,1.74E+18,38,25,1389,0,4276,3,FALSE,1/8/2024 16:08,"Nairobi, Kenya","Knowledge is good, innit, my friend",Yes,,,FALSE,0
MWALANDI GEORGE,1.14E+18,416,513,12940,0,31308,130,FALSE,6/16/2019 6:59,"Nairobi, Kenya",The last temptation is the greatest treason: To do the right deed for the wrong reason.,Yes,,,FALSE,0
po🐼,1943414108,1561,2504,20090,1,30641,9,FALSE,10/7/2013 8:16,kenya,Anime ⚔️,Yes,,,FALSE,1
Technical Support,2879016570,1069,1028,4880,4,9978,171,FALSE,10/27/2014 4:41,127.0.0.1,,Yes,1.59E+18,https://t.co/DdGrD0LhgG,FALSE,0
RAS GEO,515765135,2836,2842,62944,9,256330,627,FALSE,3/5/2012 19:08,UG ,"OUR MISTAKES DNT LIMIT US.... ONLY OUR FEARS DO ,   MADRID BOY, RED EAGLE",Yes,1.47E+18,,FALSE,0
HG,1.24E+18,578,414,18378,0,33114,864,FALSE,3/13/2020 18:44,cloud server,*sinister under tones *,Yes,,,FALSE,0
Marie Muriithi,1.76E+18,50,51,3798,0,1870,0,FALSE,2/24/2024 7:04,,,Yes,,,FALSE,0
